Date,Close,Open,High,Low,Volume,Adj Close,ActiveAddresses,TransactionCount,AdjustedTransactionVolumeUSD,HashRate,TransactionFeesUSD,NVT
2020-08-08 08:54:56.517962,3780.435996359402,3742.631636395808,3780.435996359402,3742.631636395808,1191919.9120358413,3780.435996359402,7587.992958002233,5452.388219214325,2748875.1084572957,31000.0,33795.66261655784,1639.2069931324181
2020-08-09 08:54:56.517962,3550.2147333234957,3878.7994140763067,3925.3711711126352,3497.2710403091705,1116972.2434084949,3550.2147333234957,3645.908556596517,1498.7726694558608,1000.0,31390.570651017337,8557.82334824648,3961529.7854767595
2020-08-10 08:54:56.517962,4159.4101348364975,3539.0541730792393,4201.6982716879165,3510.8034399626026,1003074.6950312543,4159.4101348364975,559.8224865714287,583.1422445659987,473294.54462721624,31764.780192122264,2905.78542278601,8815.20880530831
2020-08-11 08:54:56.517962,3460.69732906056,4236.821773858795,4249.710417923691,3420.924836218724,790075.7878841823,3460.69732906056,8335.179529202956,6461.307625023644,2843640.3948068917,32122.53969448675,39440.64341057272,961.5182750818989
2020-08-12 08:54:56.517962,3075.5906789707306,3507.2584206051147,3590.2899661818756,3053.6495703528813,1149006.7118599885,3075.5906789707306,3872.3694874764274,3394.2520230636796,983463.8709243386,32463.76909687684,18803.21065327463,3593.2898444557277
2020-08-13 08:54:56.517962,3695.7206214121293,3010.712422731097,3716.294537564867,2998.8583131544347,1024696.1706234716,3695.7206214121293,6369.685207353305,6854.224407193006,1883514.097042175,32788.39722399507,43079.055088103625,2010.597512280205
2020-08-14 08:54:56.517962,3664.989837331878,3671.2014948710985,3698.2272001993842,3649.36093908197,1351123.8243477836,3664.989837331878,2862.3785939921645,1663.2209974762472,1000.0,33096.36180002806,9887.784954721066,4946908.177034574
2020-08-15 08:54:56.517962,5183.910690132564,3723.0602156118457,5242.4051946828995,3702.796276212814,1164440.8503920857,5183.910690132564,8443.00420914093,7283.173113393879,3754253.6542620086,33387.609457399354,53097.77224778052,1607.871049855882
2020-08-16 08:54:56.517962,5325.656327193541,5205.191734459723,5429.848154448977,5142.171700054937,981562.4938058445,5325.656327193541,5747.909196746846,5171.924275467693,2369466.906869174,33662.09574073008,39587.12040396838,2206.1765388416347
2020-08-17 08:54:56.517962,5385.523270763742,5309.630507248271,5421.02598308818,5290.592758315937,1267209.369151267,5385.523270763742,2920.122252119021,2512.5639752420534,2150875.9905069973,33919.785106012874,17746.41606050401,3172.9315886564586
2020-08-18 08:54:56.517962,5893.22169912726,5346.668522025388,5919.535914249792,5207.821134527636,861513.7764600366,5893.22169912726,4922.63538179002,6456.870152667903,3870379.438865273,34160.65091500673,50034.427927647834,1311.781041095762
2020-08-19 08:54:56.517962,6646.028930080452,5937.347674435118,6708.19617385335,5902.397224255328,1022340.3856227632,6646.028930080452,4013.989723315306,2922.358103997695,2183367.519486717,34384.675424863344,23430.218031340602,3111.936312444311
2020-08-20 08:54:56.517962,7525.667731579405,6650.958647703664,7611.170159115773,6628.852445968949,1066023.3616791663,7525.667731579405,11918.200136875119,10218.27138008875,7974282.671895366,34591.84977299779,88138.70757503866,1006.0511945886003
2020-08-21 08:54:56.517962,7599.465838677135,7549.694772528361,7648.52655393185,7524.6791862034115,1028042.927451322,7599.465838677135,9075.078382000545,7488.813403067676,5725517.611218074,34782.1739572192,65668.10068790945,1364.5186817754266
2020-08-22 08:54:56.517962,7884.6596375041645,7561.37782732444,7934.492715228069,7509.638714915992,1295022.775163295,7884.6596375041645,5889.565119072766,4610.146589448072,2161852.715616154,34955.65681113946,41771.493427204434,4723.175176572231
2020-08-23 08:54:56.517962,8061.296304106628,7893.715609817763,8080.391148296182,7848.671293703555,1709064.0022233522,8061.296304106628,4078.2084836130653,2180.9301239276383,3795252.306777582,35112.31597488063,19577.4191291397,3630.132223322557
2020-08-24 08:54:56.517962,9410.092027857212,8141.218928022292,9500.758189447264,8096.928873856626,1411200.501265602,9410.092027857212,2989.975174608051,1910.594207242784,4403388.192819239,35252.177861104035,20904.9355807093,3015.751278202466
2020-08-25 08:54:56.517962,10914.097160287862,9421.934915771213,10993.658706363381,9393.75841072859,1348548.9675870077,10914.097160287862,12019.60083213718,10723.021498436114,12522359.837484682,35375.27761638706,112411.84068597223,1175.353006406967
2020-08-26 08:54:56.517962,10556.445993323707,10888.209028391488,10891.149468985232,10426.752501707082,1574556.365112274,10556.445993323707,10076.598690501163,8012.098663365046,6417082.886452276,35481.65907797531,80723.93817964527,2590.2293823590985
2020-08-27 08:54:56.517962,11196.519445395455,10561.930812319773,11214.777008576139,10558.322905406303,1827734.4519621283,11196.519445395455,5997.357366745251,4738.734254371763,5636930.5358118545,35571.37472594122,50247.43921467738,3630.3907901669813
2020-08-28 08:54:56.517962,10921.993987923104,11139.368381102564,11266.228068236722,10919.679639355803,1275863.3842472164,10921.993987923104,10610.692893486827,8067.472558643269,7863107.080029122,35644.48563078186,83855.04657855917,1772.1964483168738
2020-08-29 08:54:56.517962,10942.918948153456,10868.293919802347,11221.075934346653,10841.706671573658,1317705.5255003076,10942.918948153456,7505.408506217926,7643.06795647138,9406862.193514742,35701.061396491685,79544.97319221166,1532.8749304045275
2020-08-30 08:54:56.517962,10864.848291454526,10913.990142776569,11014.095648852239,10738.666737677668,1490913.4208647595,10864.848291454526,11736.430916547964,9529.424212312379,10082972.189813443,35741.18009914788,98579.10405675134,1606.5249632671903
2020-08-31 08:54:56.517962,10384.319756931169,10699.670302893323,10710.839243674145,10356.603907298193,1573192.508916415,10384.319756931169,11029.528253114731,8695.475779698396,12082224.246853566,35764.92822104896,88955.09426860884,1352.1130187546519
2020-09-01 08:54:56.517962,10655.552077234239,10515.879870758143,10774.877670794704,10391.172935902918,1631674.1370535817,10655.552077234239,14119.02211033839,11663.434894363216,10192037.312919028,35772.40058044906,122000.84096284318,1705.8794528286232
2020-09-02 08:54:56.517962,12110.805449962943,10673.214928720414,12110.816621231917,10637.12113753557,1559041.7622830074,12110.805449962943,11312.814697909595,8440.926348136016,8986768.358331151,35763.70025693296,93434.77149232161,2101.0054579706202
2020-09-03 08:54:56.517962,12902.042234161263,12062.389332311972,13070.151494527263,12007.568405442797,1243689.9916237656,12902.042234161263,15296.991886464959,10437.202314667229,14632476.796625404,35738.938512479384,120740.2344113631,1096.6113204582557
2020-09-04 08:54:56.517962,12672.676334261776,12907.672930622652,13006.739325243474,12566.769710996314,1520633.3110085735,12672.676334261776,7677.686139080761,7890.450357208143,11500202.883815318,35698.23470826197,90456.61246290579,1675.6654028219957
2020-09-05 08:54:56.517962,13364.881779412943,12797.882007399483,13426.59428390498,12752.447605518553,1392324.6354501331,13364.881779412943,14425.718088726295,9536.691830841371,10899328.4499541,35641.71621723989,111424.38588719221,1707.2843092593753
2020-09-06 08:54:56.517962,14438.009803868108,13183.766589881456,14512.019436418652,13032.650547665526,1323731.2920497342,14438.009803868108,14073.12616402327,10540.267532061012,13514435.685819734,35569.51833259233,126153.22307066461,1414.194747188739
2020-09-07 08:54:56.517962,13474.353783683215,14606.164373434578,14709.68605438795,13113.28009101869,889365.9500270779,13474.353783683215,15179.014830427954,13273.70488072338,19115854.27999633,35481.78417205303,153887.7281119095,626.894861793946
2020-09-08 08:54:56.517962,12580.83516292247,13697.25507924145,13840.130380578225,12463.009600083758,1272186.1286555286,12580.83516292247,11275.17562937153,8923.998882465306,11294201.056496538,35378.66457820335,98518.56237441352,1417.1133030124386
2020-09-09 08:54:56.517962,12663.195576933056,12578.705134570893,12720.6044737973,12422.331295349197,1814912.5881021777,12663.195576933056,10455.951173269834,9349.167127174049,11180069.019291596,35260.31801478466,105251.3923464293,2055.6752344590295
2020-09-10 08:54:56.517962,13098.25937146126,12574.38929355656,13262.926504795047,12448.246247364057,1255153.9920327943,13098.25937146126,9405.60772670159,7830.983780976837,12214084.391520772,35126.9104590925,89878.25954709723,1346.01421324463
2020-09-11 08:54:56.517962,13870.4740146076,12994.575721889893,13881.619300872735,12924.648494564482,1771109.22974364,13870.4740146076,10342.205284100997,8840.734741504777,12303439.01613098,34978.615290517526,105007.4838809138,1996.687472445293
2020-09-12 08:54:56.517962,13863.842933828719,13815.762397913568,13957.55851579749,13356.47167049926,1470443.2161776891,13863.842933828719,10000.052862325132,7151.64491455213,10868437.582877226,34815.613175299855,85251.61856614717,1875.7058464974646
2020-09-13 08:54:56.517962,13881.219763987194,13817.050585787241,13923.139680749895,13483.50356024912,1145530.125468201,13881.219763987194,10828.270852459147,9756.028699440092,13211807.181753492,34638.091947565736,115159.71099513682,1203.5714717575827
2020-09-14 08:54:56.517962,14294.191410763337,14088.145963311883,14369.30662715618,13769.071031736787,1597793.8122503194,14294.191410763337,10854.398492163658,8440.154661795696,13977582.144992948,34446.24648671713,100714.86846105546,1633.985671937911
2020-09-15 08:54:56.517962,14798.32883347305,14313.765694407104,14909.622289853723,14113.008834413089,1559612.1392780868,14798.32883347305,8605.55496615166,6462.480879805069,8901738.858919112,34240.27859124698,78885.45695601922,2592.7126219700526
2020-09-16 08:54:56.517962,15007.926830280803,14965.332521607725,15093.6836154827,14811.737189421408,1717021.7761456731,15007.926830280803,14365.463411299643,14045.450960345323,21747045.039185125,34020.39684905452,171925.4094232853,1184.9396527676006
2020-09-17 08:54:56.517962,15341.044243819293,15056.864435964762,15552.842117048118,15049.689127288597,1101711.2290668902,15341.044243819293,11061.496767676137,8761.244446864142,14828797.935736738,33786.816504337134,108502.31455674334,1139.7686880962476
2020-09-18 08:54:56.517962,15050.563955025895,15363.00714131036,15426.275245972616,14839.842041951713,1792555.0035553805,15050.563955025895,15446.0916123155,11997.917704710753,16966916.461332973,33539.75932113659,146250.7448391051,1590.0922359878314
2020-09-19 08:54:56.517962,14973.644699581928,15091.434470182148,15354.50766839874,14756.50420060654,1507101.7174307853,14973.644699581928,13323.090001042729,10724.631024087383,16533451.79549361,33279.45344361982,131116.47299147912,1364.9178984010616
2020-09-20 08:54:56.517962,14689.062108191967,15146.714843224161,15295.238768734207,14639.571136964632,1700745.2323718814,14689.062108191967,12214.47069490157,10616.43110104381,16397852.555316191,33006.13325317548,128440.67154663982,1523.5135662266393
2020-09-21 08:54:56.517962,14919.527760347786,14906.212349706517,15051.054968972732,14743.797377884404,1494711.7996945262,14919.527760347786,11426.660344082786,8492.332948738742,11532132.293453332,32720.0392224097,103847.70197433014,1933.761397114754
2020-09-22 08:54:56.517962,14827.259863204179,14847.598430778122,14869.081719847403,14675.078692043531,1496456.220181286,14827.259863204179,18206.253933205888,14562.606840292738,19188387.164181266,32421.41776612553,178031.33109636346,1156.34231810856
2020-09-23 08:54:56.517962,15973.93823862344,14974.44968248753,16251.47907232585,14881.47952551471,1641262.0276740575,15973.93823862344,18162.93368628855,13612.51876916242,22310120.348142214,32110.521089372716,173072.89925727015,1175.1356191366667
2020-09-24 08:54:56.517962,15528.162695694768,16048.088727837285,16082.91373461841,15503.560924959533,1351222.4658912758,15528.162695694768,8577.825753168774,8833.748559547757,13942000.260214098,31787.60703265531,111063.9322331845,1504.9491028460427
2020-09-25 08:54:56.517962,15330.611316178201,15642.619765698872,15700.02805165998,15066.053507803937,1277740.9202143957,15330.611316178201,17456.221974901164,14364.78790962494,21823017.5097065,31452.938914386676,178979.0131924702,897.6095310495253
2020-09-26 08:54:56.517962,14960.66000804527,15298.288569957305,15517.978807996938,14835.49070732642,862354.7026365718,14960.66000804527,10461.585931241409,8276.7620997541,11268998.962317135,31106.78537068235,102898.26386488343,1144.8571794858665
2020-09-27 08:54:56.517962,14462.957489081533,14903.451872755253,14966.07040183602,14276.126728759458,957373.3704230015,14462.957489081533,16588.50109165871,14924.753363834465,22207075.15646009,30749.420192582947,177942.38535438417,623.5152372176925
2020-09-28 08:54:56.517962,15853.206290613567,14719.650886577498,15947.326183937344,14677.716294968335,1612636.6216567843,15853.206290613567,11452.828625672391,8740.630939664195,15298620.57886232,30381.122160800252,109521.05611650305,1671.0957195154256
2020-09-29 08:54:56.517962,14414.073081866285,15680.593328271254,15924.49471752921,14292.277449633484,1161112.0106304504,14414.073081866285,13958.696945642094,9520.712470330538,13088074.870170584,30002.174878081314,114850.54104064895,1278.7481936595682
2020-09-30 08:54:56.517962,13174.804646759725,14275.428499293388,14285.80490191322,13134.667227241016,1469661.457290486,13174.804646759725,15761.547925689265,12123.751324972573,15308754.776967771,29612.8665992861,139877.95658711414,1264.799235076015
2020-10-01 08:54:56.517962,15582.596997666828,13498.996603051168,15591.827319773183,13406.507194032962,1403245.0270650685,15582.596997666828,15116.07122676035,12635.270881461103,17237365.392022975,29213.490059275773,157340.8895651616,1268.534951827338
2020-10-02 08:54:56.517962,15108.474458295395,15580.904837209244,15585.44656146262,14984.13338071301,1771673.1638685167,15108.474458295395,7423.041864653007,5174.543024862722,6590499.628675807,28804.342298709515,63854.94066412792,4061.493997631721
2020-10-03 08:54:56.517962,15064.61675050447,15038.949892262823,15074.681984588891,14675.916018491125,1051700.5426730788,15064.61675050447,12960.36130875603,8380.075304940614,12561431.806621924,28385.724487848995,103285.88330153695,1261.2785384892888
2020-10-04 08:54:56.517962,14554.08962412588,15097.503704411602,15326.173025099622,14533.304807717885,909175.2660333198,14554.08962412588,7629.224121121797,5887.420584461729,9194064.55801964,27957.94174847036,71737.24796798042,1439.2129599669274
2020-10-05 08:54:56.517962,14594.087422533825,14402.127731501132,14612.400479023709,14317.541387857187,1606818.959625235,14594.087422533825,14162.925384423703,10508.129486204045,15650229.005053803,27521.302973984974,126850.27712454545,1498.3841362959515
2020-10-06 08:54:56.517962,13923.410226325399,14666.235625425708,14734.620719828465,13738.533989380114,2053261.6764377167,13923.410226325399,16522.40813116211,12737.790597785395,16369996.618808942,27076.120647870335,150037.68231119352,1746.3902737644376
2020-10-07 08:54:56.517962,14615.375272239398,14203.898560923259,14728.725656789933,14136.798893124402,1999181.37815904,14615.375272239398,19801.885245720376,16185.861683631136,23402814.60280911,26622.710660514113,195855.16003885487,1248.515844202947
