Date,Open,High,Low,Close,Adj_Close,Volume
2024-07-31 00:00:00,66254.77409100416,66543.58988025459,65991.39612035634,66219.05102486102,66219.05102486102,28892376510.689587
2024-08-01 00:00:00,64707.62840940421,65250.16464677975,64384.27498903905,64679.77864703252,64679.77864703252,31403681581.19408
2024-08-02 00:00:00,65425.96322745476,65629.46531257426,65001.52968245475,65357.52960767435,65357.52960767435,38911302447.60912
2024-08-03 00:00:00,61398.256971740004,61955.24784217669,61103.76268724818,61407.29547397454,61407.29547397454,39004321616.3716
2024-08-04 00:00:00,60732.606226469274,60753.53144977536,60530.862815272325,60738.7449250574,60738.7449250574,32885545023.712658
2024-08-05 00:00:00,58114.96199611166,58257.61398377134,57860.054459132894,58006.206586686734,58006.206586686734,33664501541.451115
2024-08-06 00:00:00,53870.664804234555,54093.29162450464,53854.63727577059,53956.26184159744,53956.26184159744,120245972389.37173
2024-08-07 00:00:00,55915.73259321353,56246.67749926985,55844.50481559766,55959.84107399357,55959.84107399357,52620100833.47091
2024-08-08 00:00:00,55108.03219277994,55586.08831378447,54808.23809118253,55099.95181146735,55099.95181146735,41605918903.41173
2024-08-09 00:00:00,61742.8550162398,61861.212101393816,61452.51248439455,61859.03159904161,61859.03159904161,49201548320.290726
2024-08-10 00:00:00,60902.82697761496,61015.82720559591,60558.011882616396,60912.588533350805,60912.588533350805,33804208928.47938
2024-08-11 00:00:00,60908.758444039864,60936.232271068686,60704.42664807544,60887.70861641504,60887.70861641504,13418919090.197285
2024-08-12 00:00:00,58869.16934769265,58940.09529490923,58564.46896756761,58804.23449992608,58804.23449992608,21715994493.456894
2024-08-13 00:00:00,59459.67582716511,60165.76870494452,59038.84141525072,59350.07433270696,59350.07433270696,39403296385.84335
2024-08-14 00:00:00,60571.622635960965,60980.29760438317,60437.13125233162,60601.22317789727,60601.22317789727,31955576195.246292
2024-08-15 00:00:00,58753.274833794174,58935.55902757172,57990.7306297325,58739.19382231015,58739.19382231015,28079911397.67297
2024-08-16 00:00:00,57642.3475218639,57759.316646117,57415.38338642188,57624.11692852191,57624.11692852191,33490251842.381626
2024-08-17 00:00:00,58878.613356598726,58946.79051900993,58779.4440307229,58881.92579151217,58881.92579151217,30368238897.207172
2024-08-18 00:00:00,59414.97795129815,60252.23479165277,59088.20870776594,59430.79163445865,59430.79163445865,12467437134.05582
2024-08-19 00:00:00,58520.92986847441,58767.70544772599,58122.67144106136,58438.293742685404,58438.293742685404,17656027563.72502
2024-08-20 00:00:00,59520.718616959835,59701.37616862373,58977.972757851,59574.945812940874,59574.945812940874,24031330179.258953
2024-08-21 00:00:00,59088.598959247385,59131.19820617538,58481.85706180046,59060.12610074137,59060.12610074137,31470716090.619144
2024-08-22 00:00:00,61088.684159277844,61283.32995919861,60936.68611383744,61144.68762866613,61144.68762866613,32960965010.60808
2024-08-23 00:00:00,60220.39783393592,60666.09895286276,60130.88817888914,60387.54062321362,60387.54062321362,28170302505.847404
2024-08-24 00:00:00,64091.4038330852,64628.34733800616,63977.419306466836,64049.68561555576,64049.68561555576,45038665759.42134
2024-08-25 00:00:00,64108.873285916605,64427.27976616883,63523.66558282981,64157.1606134782,64157.1606134782,22029153446.354362
2024-08-26 00:00:00,64371.70357060205,64436.8627630465,63992.61884642163,64265.81631272862,64265.81631272862,17875230147.044323
2024-08-27 00:00:00,62986.8417046208,63380.40527780602,62855.51927578928,62922.58634676265,62922.58634676265,17894692681.091812
2024-08-28 00:00:00,59510.384520129526,59538.02633502783,59288.51408036651,59526.560879590994,59526.560879590994,38131727427.91789
2024-08-29 00:00:00,59041.33303580009,59178.32768532025,58616.12218880564,59015.29633887944,59015.29633887944,42018989572.42786
2024-08-30 00:00:00,59412.8013421768,59446.44181603785,59287.08398806983,59351.5794909728,59351.5794909728,32563333956.986053
2024-08-31 00:00:00,59054.76143712017,59415.39013881225,58940.48170894537,59156.246036463555,59156.246036463555,44038496614.947586
2024-09-01 00:00:00,59011.1711271269,59171.39258766702,58258.635661092056,58960.23658664587,58960.23658664587,11399086336.303324
2024-09-02 00:00:00,57497.509158768255,57813.28994460355,57320.37598337711,57357.71617282246,57357.71617282246,25465621877.97047
2024-09-03 00:00:00,58998.743157774035,59153.69478121819,58677.15333189362,59108.73235863689,59108.73235863689,28012782290.96625
2024-09-04 00:00:00,57577.117376665905,57717.46486707625,57282.17486473817,57504.538586220435,57504.538586220435,26829983370.35861
2024-09-05 00:00:00,58004.51466240001,58235.793311849426,57552.22123527177,57987.84601410068,57987.84601410068,37550380696.7459
2024-09-06 00:00:00,56231.31896185399,56637.73066799533,55786.3339306007,56132.404732088595,56132.404732088595,30005773445.693718
2024-09-07 00:00:00,53915.94015603855,54122.88531313155,53736.685831095085,53923.35611071905,53923.35611071905,50260816556.81667
2024-09-08 00:00:00,54136.17839631137,54184.27381083135,53759.98046817112,54150.9383589072,54150.9383589072,17048448412.007126
2024-09-09 00:00:00,54859.89240378383,55199.27144479511,54706.40701743902,54792.40755768575,54792.40755768575,18644823662.23431
2024-09-10 00:00:00,57100.91765725388,57321.68937995904,56822.49082020463,57049.118751143265,57049.118751143265,35655419448.07046
2024-09-11 00:00:00,57734.20785132279,57868.61008417473,57498.09657822815,57624.16178336144,57624.16178336144,29676093302.30697
2024-09-12 00:00:00,57430.92488701044,57494.24599051605,57176.21049173306,57381.764445000474,57381.764445000474,37765652735.2964
2024-09-13 00:00:00,58213.99626608158,58524.06289743763,57689.82110973105,58106.951229815284,58106.951229815284,34177859933.02337
2024-09-14 00:00:00,60635.77630448473,60776.94482452345,60291.97626927936,60620.62747295754,60620.62747295754,31919740723.76027
2024-09-15 00:00:00,59963.472406014065,60625.32365087994,59682.936785513164,60003.29940083042,60003.29940083042,15800120841.166773
2024-09-16 00:00:00,59185.47121398489,59528.17872308269,59036.950888806045,59214.80226801806,59214.80226801806,17289597542.866756
2024-09-17 00:00:00,58266.02173357902,58340.45589891266,57889.16204320542,58211.123231286256,58211.123231286256,32196570894.402115
2024-09-18 00:00:00,60347.11850172413,60379.11795151893,60081.73945554999,60317.0319794625,60317.0319794625,34191170117.78261
2024-09-19 00:00:00,61310.201248871475,61575.168904695696,61144.870416803344,61440.41208494509,61440.41208494509,40445339415.1129
2024-09-20 00:00:00,62966.738236831596,63582.91806325781,62916.67728147671,62966.52931910512,62966.52931910512,41959080716.28771
2024-09-21 00:00:00,63141.07630666719,63193.039690155754,63041.141415477636,63128.224540748255,63128.224540748255,35587830476.533394
2024-09-22 00:00:00,63337.245450891714,63627.209029750105,63236.08021898005,63403.402349259355,63403.402349259355,12938083115.659332
2024-09-23 00:00:00,63545.868484950865,63677.6182517252,63096.30734597649,63582.59956924825,63582.59956924825,20349365412.816723
2024-09-24 00:00:00,63296.711134771154,63339.05746443029,62723.77535426626,63327.02654450202,63327.02654450202,23998847798.757656
2024-09-25 00:00:00,64237.585345774176,64573.040543951785,64054.801144331104,64334.14274876097,64334.14274876097,31490984593.70592
2024-09-26 00:00:00,63062.78327062606,63471.34586853486,63048.81063435246,63151.89959401337,63151.89959401337,26087643765.748165
